"filename", "language", "JavaScript", "JSON", "Ignore", "YAML", "Docker", "TypeScript", "JSON with Comments", "comment", "blank", "total"
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/package.json", "JSON", 0, 48, 0, 0, 0, 0, 0, 0, 1, 49
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/__mocks__/nats-wrapper.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/app.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 6, 8, 36
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/events/listeners/__test__/order-cancelled-lisntener.test.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 1, 12, 51
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/events/listeners/__test__/order-created-listener.test.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 1, 11, 46
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/events/listeners/order-cancelled-listener.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 6, 26
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/events/listeners/order-created-listener.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/events/listeners/queue-group-name.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/events/publishers/payment-created-publisher.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 3, 7
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 46, 0, 0, 16, 62
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/models/order.ts", "TypeScript", 0, 0, 0, 0, 0, 53, 0, 1, 8, 62
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/models/payment.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 8, 42
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/nats-wrapper.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 0, 8, 31
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/routes/__test__/new.test.ts", "TypeScript", 0, 0, 0, 0, 0, 85, 0, 0, 14, 99
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/routes/new.ts", "TypeScript", 0, 0, 0, 0, 0, 51, 0, 0, 10, 61
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/stripe.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/src/test/setup.ts", "TypeScript", 0, 0, 0, 0, 0, 39, 0, 26, 30, 95
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 10, 53, 8, 71
"/Users/tianbo/Desktop/newInterview/interview/ticketing/skaffold.yaml", "YAML", 0, 0, 0, 59, 0, 0, 0, 21, 2, 82
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/.dockerignore", "Ignore", 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/Dockerfile", "Docker", 0, 0, 0, 0, 6, 0, 0, 0, 3, 9
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/package-lock.json", "JSON", 0, 12235, 0, 0, 0, 0, 0, 0, 1, 12236
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/package.json", "JSON", 0, 47, 0, 0, 0, 0, 0, 0, 1, 48
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/__mocks__/nats-wrapper.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/app.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 7, 10, 45
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/listeners/__test__/order-cancelled-listener.test.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 1, 10, 47
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/listeners/__test__/order-created-listener.test.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 4, 17, 71
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/listeners/order-cancelled-listener.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 6, 32
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/listeners/order-created-listener.ts", "TypeScript", 0, 0, 0, 0, 0, 27, 0, 5, 7, 39
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/listeners/queue-group-name.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/publishers/ticket-created-publisher.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/events/publishers/ticket-updated-publisher.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 46, 0, 0, 16, 62
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/models/__test__/ticket.test.ts", "TypeScript", 0, 0, 0, 0, 0, 33, 0, 6, 14, 53
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/models/ticket.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 0, 7, 55
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/nats-wrapper.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 0, 8, 31
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/__test__/index.test.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 0, 6, 27
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/__test__/new.test.ts", "TypeScript", 0, 0, 0, 0, 0, 86, 0, 3, 17, 106
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/__test__/show.test.ts", "TypeScript", 0, 0, 0, 0, 0, 27, 0, 0, 6, 33
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/__test__/update.test.ts", "TypeScript", 0, 0, 0, 0, 0, 133, 0, 0, 25, 158
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/index.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/new.ts", "TypeScript", 0, 0, 0, 0, 0, 33, 0, 1, 5, 39
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/show.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 5, 17
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/routes/update.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 0, 11, 61
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/src/test/setup.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 26, 29, 93
"/Users/tianbo/Desktop/newInterview/interview/ticketing/tickets/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 10, 53, 8, 71
"Total", "-", 2845, 52408, 7, 823, 36, 2967, 72, 1857, 1720, 62735
